expenseId,budgetId,name,amount,type,date,to,note
1501,904,"gIbmTF",24.63,"entertainment",2018-03-16,"HZyXXo","xptWhzZuOp"
1502,70,"bqWlra",479.38,"other",2014-10-18,"AibPoV","JgDpwsdcMH"
1503,623,"yTFVGa",451.93,"rent",2017-08-12,"sygneQ","YCDRUkPrKl"
1504,299,"hGXytB",53.0,"entertainment",2010-07-02,"FTPvPX","JKDyJOlUoy"
1505,107,"wKTlsY",397.62,"gas",2012-04-06,"eQyEzi","cNsrxiWPvM"
1506,194,"qFeRPx",50.55,"rent",2020-07-11,"gyiLLC","vdReKbuIiB"
1507,905,"IVPoaS",84.43,"rent",2012-03-07,"yrNvkZ","PzwsoFgAJh"
1508,926,"USJCZt",4.18,"gas",2011-02-08,"sSFbGP","TmTELWydRN"
1509,695,"HHWGdl",413.91,"gas",2018-11-24,"UQfZYR","PDnctwEHPa"
1510,23,"vziIWQ",75.74,"entertainment",2020-07-01,"YWlKRA","RstBPSbOoB"
1511,764,"wcKXkl",363.5,"entertainment",2011-12-13,"VkpgCV","jNesLQNEPW"
1512,960,"tSBBTn",486.2,"other",2015-02-03,"MSPaoW","tUnkIbmOcx"
1513,792,"jbpeRI",9.22,"clothing",2020-08-31,"GGJACT","ClCwIWCYfY"
1514,602,"BkEIfA",496.76,"rent",2011-11-03,"dwUlLS","icWfoYFeJD"
1515,359,"EgrFaz",188.92,"other",2021-02-04,"HGcFRo","TIueyrKGQE"
1516,967,"zatYWJ",435.5,"groceries",2015-11-04,"eKXyhh","yZMBJPecMq"
1517,691,"fiPHLN",303.96,"gas",2012-08-27,"oNcynz","FTxrgYWPEx"
1518,663,"nYTuFj",321.3,"entertainment",2016-09-15,"qCbIXl","PPtVuzRjqm"
1519,906,"PkqSDN",385.59,"clothing",2014-01-17,"DPNPXi","oIkcUnzdvq"
1520,793,"byfGXw",137.39,"entertainment",2020-11-21,"JmuhWx","bFljOkHlXK"
1521,764,"UlLnrD",36.83,"rent",2009-08-22,"lMeEQE","VrNYDrDPNb"
1522,28,"OwxKFo",152.61,"rent",2021-11-01,"wzXoKn","NVXyzPieGD"
1523,726,"rSpjNr",325.81,"entertainment",2014-01-01,"yNvQml","NEeBjLFNLu"
1524,330,"kPSehS",40.01,"entertainment",2020-11-08,"nDKBiX","fcVTUPhwhd"
1525,319,"FIzfrk",328.05,"rent",2017-05-15,"rpcKIw","TsHExeWZuc"
1526,927,"gSAsZB",248.4,"groceries",2012-05-01,"kFMqsh","HCLPbxltWs"
1527,671,"pmlNaE",211.6,"entertainment",2018-04-24,"OPJgLT","gdRSytkFBu"
1528,886,"ukbbuH",207.34,"rent",2011-10-17,"VCfeWT","WHMOtrwbXj"
1529,505,"SATrhj",307.35,"clothing",2019-08-12,"LENQFQ","pKJpGQURgw"
1530,81,"fonXYV",68.63,"clothing",2021-04-20,"ysqdQo","uUKpsKnanH"
1531,798,"AWTVcm",401.41,"gas",2014-04-01,"XlJOhv","zDWkOQUCnO"
1532,777,"VZBTFQ",102.76,"rent",2011-11-15,"wdVQdf","aiIcdceKJa"
1533,255,"JWJZxL",201.34,"gas",2011-11-02,"FImCuj","uyTuXMCcFr"
1534,370,"jeSvEi",412.52,"clothing",2014-01-01,"AGgRcc","CfITXZSXCc"
1535,168,"mgxNnp",225.61,"groceries",2008-04-02,"rzYWVx","cXPpHPcUAp"
1536,480,"zwIPJb",457.64,"gas",2009-02-13,"qKtOtr","QMGzFiHoql"
1537,129,"kNPZqq",196.49,"groceries",2012-02-04,"NpiOOZ","fNcnYEcxvU"
1538,138,"kaKBVr",57.58,"groceries",2012-08-31,"igTPId","eqIsjvAEit"
1539,285,"hniPHw",322.32,"other",2010-06-13,"BdPUlX","PqVHGNZiZx"
1540,255,"PGVAOv",359.75,"entertainment",2012-08-01,"sqxGWY","LDrDCFkRbn"
1541,783,"AlzDOM",367.79,"groceries",2013-01-25,"iwoaIt","IOmskxDZdV"
1542,29,"pSvEaj",330.11,"rent",2017-12-06,"ZDFQqY","PqjZweWnxe"
1543,632,"eYvYJG",144.06,"rent",2010-08-29,"fuDSnX","jYtwxYBKGs"
1544,920,"xKKGLB",243.39,"entertainment",2014-08-01,"UNqwOc","zonWfgJZEp"
1545,623,"zAIzuk",468.16,"rent",2016-08-12,"Wykqgb","UpWUSavXsX"
1546,175,"YoPrrq",343.99,"gas",2015-04-23,"murVNJ","QwjilRyCpg"
1547,528,"sPYPyI",212.74,"rent",2015-01-10,"SzZtRX","RqnSakBZuF"
1548,982,"RpDFio",210.05,"clothing",2008-09-29,"zBqIoG","lalJEeXLpn"
1549,534,"YwaIAA",364.95,"other",2017-10-14,"TeFRsW","eZvLnzLMKQ"
1550,358,"cGWCNc",49.32,"groceries",2011-04-02,"rUbidS","KAOQWwrYAd"
1551,302,"OmmDpx",418.39,"clothing",2012-04-11,"DEhmNZ","flvFDwOPMQ"
1552,270,"caNJTw",390.44,"other",2019-09-16,"FyVRBx","ZQTqwQsmlx"
1553,153,"hCBpPu",398.74,"entertainment",2010-04-07,"zWHiPl","WcuvYTtPSa"
1554,476,"AuEKjI",88.48,"rent",2009-10-21,"BKpzcr","awLGsroJxb"
1555,327,"IAaEjh",24.04,"groceries",2011-01-16,"QlAEmL","gHRowNCvYz"
1556,430,"yWvxDz",458.4,"clothing",2020-10-06,"MeQbSy","ftppwkzdMc"
1557,890,"UxGzEb",64.53,"clothing",2012-10-18,"IoShjU","pPWEILQruG"
1558,188,"NEXzGF",392.07,"groceries",2008-08-29,"jKNIbY","qhhjePBdHA"
1559,254,"UvhdZn",16.95,"other",2009-11-25,"jKUVQX","PmHzZJbKYg"
1560,871,"BYNOnn",337.41,"gas",2015-05-18,"ZbfAHA","MSYbkgvbfT"
1561,133,"gkjWVz",455.73,"rent",2017-12-11,"DHLyyO","yVeUMAUnnr"
1562,173,"xmkkgo",223.07,"rent",2014-07-14,"uQxzFF","WrHLIpewJm"
1563,926,"QzlMHt",383.51,"clothing",2012-10-17,"sLrxfu","ikWfjdFLqD"
1564,317,"RGzICv",194.59,"rent",2018-09-24,"NKYUEq","LyIlBIErEO"
1565,606,"GFwfjz",237.86,"rent",2009-08-17,"jdMbMb","VrWjyDUOKI"
1566,420,"PjaySE",290.63,"gas",2017-09-14,"tXAZIJ","MtjNXcWjKJ"
1567,90,"hFUEVc",395.72,"gas",2018-04-20,"faaEkV","kFNUjUTtwN"
1568,437,"sJzgDG",39.9,"groceries",2014-07-09,"bMnbIP","rbxPUwFbAc"
1569,140,"jhuQMP",225.39,"groceries",2015-02-09,"FWvrcn","qQqZRLfRES"
1570,749,"aiEyxy",193.79,"groceries",2021-04-24,"hORSEX","ZSqGqUjvne"
1571,864,"nEsxEL",141.42,"entertainment",2019-02-12,"SkHbCE","dPmhgYuJPS"
1572,208,"RDmnVH",105.61,"rent",2012-05-14,"xAXMoS","qbctrRSbyK"
1573,350,"tSGCHv",356.25,"other",2020-05-08,"HZXIsF","OHJJkNiGol"
1574,972,"mMablj",249.13,"entertainment",2019-04-18,"EWnGjq","yLYUyYdFNK"
1575,509,"FOXpzy",231.77,"rent",2011-07-12,"ioIDHr","JjlHibhXNI"
1576,373,"ulCdfc",71.24,"entertainment",2016-03-10,"xjjpKW","yZzFwgkUnW"
1577,441,"QuXSxW",332.29,"groceries",2016-12-30,"BVVCKB","UFYEsHpybu"
1578,595,"wmKsBt",261.36,"entertainment",2018-07-04,"yqAmzg","kLXgGZqrga"
1579,915,"JQYjPI",285.66,"rent",2013-04-07,"IPSIjW","fsZYDpCEGE"
1580,27,"SysjOV",253.51,"rent",2020-07-02,"NvNLWZ","MhmsSaYhOn"
1581,608,"LoXlEj",362.75,"gas",2008-11-26,"crUmot","rWNpETZucv"
1582,392,"iWJsiO",332.57,"clothing",2020-07-24,"yeyogF","XkhJWGPHPf"
1583,203,"TeWmKn",449.15,"rent",2014-11-22,"FYTQJL","uyDfRbVdKY"
1584,800,"tGCufi",82.03,"rent",2010-06-15,"wPVjPj","ksMBJnpWjh"
1585,272,"HjiPqq",420.83,"rent",2009-07-25,"HxmZAw","gGNDTEBCQo"
1586,146,"aoMVuv",91.27,"entertainment",2014-12-10,"EWSWIL","dhuWKboWuv"
1587,177,"hBfiQH",243.79,"groceries",2012-08-03,"jXBUXD","HfczydOCyg"
1588,503,"gwTAfk",290.24,"groceries",2013-09-22,"CJPIwP","kqnAmrnjeU"
1589,65,"xpFcaE",248.36,"entertainment",2021-05-02,"nuGNRM","aXIgGVySgg"
1590,940,"jjXZaI",396.99,"clothing",2010-07-30,"pdsDAr","VsuKeWJGUv"
1591,962,"KKhLmb",409.08,"groceries",2018-06-28,"aKodSz","NueMrVVGfr"
1592,157,"hdWLkz",194.98,"other",2015-07-09,"ITtuid","JTCaNQAbmI"
1593,145,"zKqOwN",336.59,"groceries",2020-04-05,"PpZgcS","MDOXXREqpX"
1594,746,"qFTmBO",34.08,"other",2011-10-17,"DVMvix","lHisZADPyp"
1595,339,"ibzJwI",209.97,"rent",2010-10-11,"UFeVwD","hXxELtKYvZ"
1596,12,"DZmuhe",207.53,"other",2013-08-29,"zMdttB","rbyiljXsth"
1597,494,"hbFCyl",107.37,"rent",2018-11-04,"RBwORt","aHRkDXitvD"
1598,421,"gGnaeZ",212.61,"rent",2008-04-09,"kmbGZT","jViBfKDIYH"
1599,731,"oVvozt",70.65,"gas",2016-06-16,"SWqLeC","RYMnBGQwDt"
1600,523,"QrNvco",216.12,"groceries",2014-11-24,"dghtgT","iYMMJuSOeN"
1601,674,"NvSdir",438.1,"other",2016-12-17,"NARCQd","IkcJUkivGY"
1602,957,"ooqzoX",130.36,"groceries",2017-01-24,"JAbYMm","ZbseUvKaJR"
1603,911,"pKIjCN",363.35,"other",2008-06-21,"Qakefq","rAfwVEtcPw"
1604,109,"QTCpER",274.85,"groceries",2011-06-06,"ZsJlRg","uRIeevzYDL"
1605,156,"DpqLmD",294.27,"gas",2017-10-25,"LzIZAJ","zyKzOFlIgm"
1606,83,"seAxmn",360.11,"rent",2012-01-16,"mUCJii","IBDOAImnva"
1607,855,"gjMPyH",214.96,"other",2017-12-31,"DICcPS","mBmKeHiicE"
1608,981,"PyUbMI",492.73,"gas",2016-02-18,"hcShVH","meyDTEGatH"
1609,235,"VTCgNe",373.86,"entertainment",2019-09-07,"WSXWGm","TJNKMuJWRS"
1610,256,"SWPabb",481.77,"clothing",2011-07-25,"cvwfjj","NMVbHjWFkI"
1611,26,"tYxMgR",205.01,"entertainment",2018-08-20,"gRokDA","JhcwOYPiIV"
1612,736,"evgHLn",404.25,"rent",2011-05-30,"OplvFE","axLLoqRFqF"
1613,37,"udQsnH",137.25,"rent",2016-12-08,"taEWxm","MZClKNKoqs"
1614,475,"sTzekj",143.84,"groceries",2010-05-10,"cYVntS","UxAqcBwLlG"
1615,828,"SzOrje",324.87,"other",2009-02-16,"fsWcOg","PbRyPCtaDU"
1616,372,"wzGmzY",406.32,"other",2019-02-08,"FavEvo","rWzsfvysDs"
1617,661,"jqwFAk",244.11,"rent",2014-07-22,"hlcJxh","MQARgqLqLu"
1618,817,"vRBpSa",329.59,"gas",2008-01-24,"wRmgDd","YGgiMFiAcq"
1619,285,"ZsYDcF",81.76,"groceries",2020-10-02,"bUlZYo","tiYpwlZqTi"
1620,630,"lgByzW",188.17,"other",2018-02-08,"Ujjkdy","euAzmvVJRF"
1621,49,"yMOJGH",329.33,"groceries",2010-05-04,"UiONch","pntpeeFwLp"
1622,677,"fbvmuY",153.27,"rent",2019-09-25,"TVbPCE","tMDntuQDCY"
1623,260,"tjsTyC",79.84,"gas",2011-02-25,"lNioTZ","cJtAEofZYL"
1624,428,"YACzlt",149.0,"other",2019-02-28,"EkMdgq","PpsBUFlQoL"
1625,916,"OfIgND",65.36,"other",2009-12-06,"eOfnRC","MDsspYILLp"
1626,336,"Ypcoqg",91.31,"entertainment",2015-01-17,"vxNRWS","THvdpEsuXF"
1627,666,"ybfLaR",51.94,"groceries",2013-05-11,"WIiJIZ","CcEEvFkYMs"
1628,985,"mrACwW",124.99,"clothing",2018-02-09,"CYjfnp","GJuLrPaZjz"
1629,191,"vjJgXY",162.77,"rent",2017-09-30,"JavaYY","xqgziqtBGd"
1630,590,"kaklBz",118.4,"rent",2020-06-14,"gjjRco","cJvwAtWOQo"
1631,273,"INODIL",462.99,"clothing",2013-08-02,"RtlbdJ","yRJCuahcaR"
1632,136,"cBORiQ",144.41,"clothing",2008-07-06,"lIBdSl","eSgGMjwNgN"
1633,531,"WHoXMY",417.88,"gas",2010-01-12,"SIqvgH","SCihOdhmBj"
1634,852,"GvXRjA",24.56,"rent",2018-12-24,"HKAzQU","CbViZbwrFs"
1635,707,"bgrEIc",325.34,"other",2013-01-24,"vxUgVW","TaNIBkglId"
1636,913,"uRhbrz",407.39,"groceries",2017-07-12,"UhkAVD","aefZsDVshs"
1637,367,"WmSkRI",232.58,"entertainment",2010-11-13,"BNCppW","CDJeEIlWeW"
1638,239,"hHUZVR",410.86,"groceries",2020-07-05,"RhPalC","IJuLpPBhEz"
1639,903,"BQZWKU",181.39,"rent",2008-01-01,"zLXJsh","yumcQciqQF"
1640,980,"xPqyGe",320.6,"clothing",2017-04-07,"EofpaQ","UCzTqzLqSn"
1641,555,"ZgkuBn",173.02,"gas",2011-09-01,"AVMqxl","XMdNFHpzWw"
1642,978,"uNOuRH",44.43,"other",2013-07-28,"AnEsle","GUmgIgEbNA"
1643,879,"ewQtgo",38.77,"entertainment",2018-03-16,"GZUKQi","bwSiNKIqJx"
1644,566,"OieOTG",470.82,"other",2014-12-22,"pupNul","sFyKxPOjmG"
1645,460,"FJGNHR",255.61,"other",2017-10-28,"SyVjls","zirpgFXGeC"
1646,319,"VtEoJF",257.27,"groceries",2019-09-06,"iAEJbU","btpEWPXbtd"
1647,430,"YhTqlw",395.69,"groceries",2008-09-17,"MWxDgw","mAcfjYKdSd"
1648,635,"EnYAZo",353.44,"clothing",2018-10-01,"mMFpor","mxFYymEKjc"
1649,943,"sqpFrT",207.75,"gas",2020-07-05,"isyJvv","CnWdccMIPl"
1650,729,"wCetQe",241.06,"other",2019-08-07,"JcbIvg","oGlBDAAoqj"
1651,796,"ksgxdD",252.71,"entertainment",2011-02-22,"ffFIQv","viQvUIZCDe"
1652,349,"ijgLuE",121.04,"gas",2008-09-12,"ervHQe","YuveBxIEpC"
1653,664,"CZaDBZ",304.86,"groceries",2011-10-23,"aFXfKI","NRZgGqULjn"
1654,441,"WPIeWm",270.16,"rent",2017-09-18,"WOshzT","hBYxtnUgHE"
1655,62,"XeDspx",396.59,"other",2013-07-23,"iwiGhW","OgGjfakhin"
1656,153,"ESfSFp",27.84,"other",2009-07-21,"JTiExt","oYLZAndKra"
1657,229,"tiZJEN",183.53,"entertainment",2019-07-30,"rwJOWw","gerIyrOlLn"
1658,417,"cnUfvj",220.24,"other",2008-10-17,"aWsLwE","ipQBWkZHKx"
1659,680,"pHOYTz",144.6,"entertainment",2014-06-29,"XVUIdX","wrsSONnzwx"
1660,88,"qQfntA",298.43,"gas",2013-06-12,"GmAmyU","BRQhKgvQWc"
1661,441,"wRBcQA",38.65,"entertainment",2009-02-17,"CZvacZ","nFOIgVvvJv"
1662,920,"vblypy",320.76,"gas",2011-11-17,"jdvMlz","WHAUDZwsta"
1663,62,"brscrJ",445.97,"gas",2021-09-13,"AEQQsZ","bdkXVQTNAZ"
1664,812,"ZEVCbK",432.24,"entertainment",2017-04-30,"lVVqNR","ZyNskDsUBc"
1665,963,"cmqckb",356.08,"other",2021-04-22,"RsZQVH","vDuzMpFOtE"
1666,854,"oNGgvY",194.15,"groceries",2021-11-18,"dFItBe","sESbwbFVSE"
1667,52,"ZLOhpw",167.17,"clothing",2021-04-17,"PWDDJI","lOzCfIqKij"
1668,463,"kCBdhw",278.88,"rent",2013-06-13,"dnMEFL","DXFKOqyGpE"
1669,634,"HVqsav",197.74,"gas",2017-04-21,"NyMVII","MtYBWFdauO"
1670,468,"tUcwhI",251.8,"other",2009-09-16,"iRfdLd","VsjoMckxPp"
1671,678,"ZlvCjz",315.8,"entertainment",2019-01-12,"vYQQYv","hxigsIrOvA"
1672,834,"cUhSfJ",491.12,"groceries",2020-08-17,"CYcsiu","xVbLArGKVk"
1673,737,"bSfgYB",111.02,"entertainment",2017-10-18,"kVCawH","BCRlHfZUnr"
1674,125,"wzqocw",141.2,"rent",2014-12-28,"yGEUjS","gWKtClztPm"
1675,519,"lCcPQE",28.11,"entertainment",2010-11-28,"CvSlRT","RklVfKJwsk"
1676,736,"IZNBen",93.07,"entertainment",2008-09-14,"kZurYE","FZUOsXUqgE"
1677,937,"KbniOf",483.59,"groceries",2020-12-28,"MVyBze","yPJKBMZDaK"
1678,273,"eSwEMX",107.07,"groceries",2017-12-23,"fJgzTr","qDjiMgiyvK"
1679,221,"wHMAeK",71.25,"groceries",2018-07-19,"jihcKP","XyyvwIaELN"
1680,431,"ZPFxEj",196.47,"clothing",2008-05-09,"XpqUPb","YSUySaXkzA"
1681,111,"poWFCn",386.86,"entertainment",2011-09-02,"kVyiUk","tSntfsSofW"
1682,194,"oCNCBN",108.14,"entertainment",2010-03-27,"JuBbJt","lXkSqQTYzU"
1683,371,"XyCgNW",461.44,"groceries",2010-03-05,"fQgGtI","KnXTaCJgOH"
1684,189,"cXdFsa",447.29,"gas",2016-02-03,"BNmfIA","iiirNtDsRl"
1685,818,"YmNGFl",134.13,"entertainment",2011-04-03,"yghLTD","KfpKyjiOmN"
1686,589,"thPVCS",424.39,"clothing",2013-10-23,"fwZjib","EYJHDjZvyb"
1687,183,"hUmbFN",170.51,"other",2015-09-24,"LOPeGV","zgxWWgmZgG"
1688,367,"Mctwjq",255.33,"clothing",2018-10-12,"bDGWdW","BFbsHrFuvT"
1689,198,"ZsUZTt",61.8,"rent",2020-08-14,"rzmvaB","AvAxOsdAAJ"
1690,299,"GHjsuM",271.25,"entertainment",2020-06-25,"NQrLYG","BEtqkzuzAn"
1691,92,"fKWCMr",392.64,"gas",2010-01-20,"JoRdlE","NKaELbDqSJ"
1692,529,"ZHyWHH",376.79,"clothing",2019-07-19,"BHUPrs","yqWinsdrVX"
1693,238,"atJAxj",424.65,"clothing",2019-08-17,"HsVoGf","JGzSvIvHrd"
1694,322,"BEZAtO",198.61,"gas",2019-03-15,"dPQuxQ","znpBAAabiK"
1695,717,"WHUJpU",13.77,"clothing",2009-02-15,"iJIaCk","lqzLVoNeUo"
1696,595,"LYIAZb",384.76,"groceries",2014-03-02,"hqywrM","DZubHZcTPD"
1697,229,"xHKdna",227.68,"groceries",2019-03-22,"zAFfpR","hXtJmRwVWJ"
1698,865,"NlRbny",330.6,"entertainment",2012-05-07,"myaIOP","esyfSfZcXj"
1699,634,"gkQqEF",188.28,"entertainment",2020-09-19,"LVCvLX","dJREkUbBef"
1700,855,"PENMih",216.72,"clothing",2009-03-31,"xTfarX","PldOvSbswM"
1701,721,"rUKuUE",422.5,"clothing",2010-03-06,"Xsmcmz","hkjWKsCxHT"
1702,534,"hlfzxa",498.12,"rent",2010-12-09,"Ujnlxe","iJWnYeTfNW"
1703,921,"vZPnwK",262.73,"groceries",2008-02-14,"yMxYyg","OURJexTERt"
1704,838,"YtkWCy",326.4,"groceries",2017-09-18,"WMkjSL","cppooDVggW"
1705,746,"EOuOwp",25.45,"gas",2016-12-11,"pLIdMG","nMNiewXdZg"
1706,236,"ObhBvr",269.43,"entertainment",2020-04-24,"GsszBQ","gFxuLYmmDP"
1707,842,"ANfmLc",214.2,"gas",2009-12-23,"qyKqut","HRwnGPBdMt"
1708,798,"RudeKo",446.81,"clothing",2014-12-05,"WnvsiN","fkouwYuqdU"
1709,747,"NQQyQK",131.92,"rent",2021-01-26,"vqQzDA","KIcYVBzCxf"
1710,246,"bwGRbQ",147.14,"clothing",2018-03-28,"ninMTA","ysLbIuMuGQ"
1711,93,"FPDTnp",302.41,"groceries",2011-05-09,"IVXVRa","uYrDcfoVeF"
1712,484,"bVGChH",283.13,"rent",2021-10-09,"jlCUPc","eAQelhjGez"
1713,297,"hvSjHF",303.4,"gas",2015-02-06,"rSRruk","cAFgMlttSa"
1714,24,"nxIdZo",223.43,"other",2010-04-05,"wTDZyq","AcSSdjwgxK"
1715,999,"Bqtogm",346.42,"groceries",2019-04-15,"BrBuYt","NCRTBqbxis"
1716,564,"okPrmz",42.77,"entertainment",2018-04-21,"vZDzIz","KcjnMNJpyI"
1717,952,"sthZhN",180.59,"entertainment",2011-12-01,"LvpANw","PHIotCeTZm"
1718,612,"MdgAIG",271.58,"entertainment",2016-04-15,"JHXNiB","HDPgReNfrl"
1719,272,"YgrYzk",430.11,"other",2008-06-14,"Dhksjn","QTrwTvqlrI"
1720,507,"vRlZCl",131.08,"groceries",2018-10-23,"MLzchc","bGOlBNXCwu"
1721,279,"Oalysn",198.53,"clothing",2015-04-27,"UKQwYs","KFUOLMKNUI"
1722,193,"cBjcEE",23.51,"entertainment",2014-05-24,"TmBgLd","FybayVUNpN"
1723,336,"RKYpEs",239.95,"gas",2013-08-24,"ijCJzr","wlnAEOsfve"
1724,623,"LavkSJ",17.22,"gas",2012-11-28,"JSWrPO","tYtfnZyUpN"
1725,768,"Bkxnqz",289.61,"clothing",2018-09-27,"QqmAcH","AcKlCDmOZi"
1726,626,"YUebhs",168.92,"groceries",2009-09-26,"vruaPX","shnblbleca"
1727,199,"ZmKcjW",166.91,"entertainment",2020-05-18,"HbAqid","wcwlBmtuZn"
1728,473,"xGSHOy",166.79,"entertainment",2015-02-15,"TgNauD","zVTEMZHJUc"
1729,737,"cvJdCS",151.73,"entertainment",2009-02-24,"zFSeIs","dfboWBLDsS"
1730,849,"MdOBNv",457.67,"rent",2011-08-08,"JvrSeI","yGIThfKIdi"
1731,94,"BGWZai",105.66,"entertainment",2021-01-25,"PfwcjE","jCpFNHRVZu"
1732,674,"HeRfbI",438.29,"rent",2011-04-24,"DszNws","EOllNbAlJu"
1733,468,"FmTImB",3.46,"entertainment",2017-11-16,"colVpi","wCOWQbSFDO"
1734,914,"CbJGjV",22.28,"other",2019-08-20,"EeVghK","JyaoWfodbh"
1735,867,"eCvIKa",88.68,"rent",2021-12-07,"GKzJRb","NbgYtybaXs"
1736,283,"jYGFxU",91.0,"other",2010-10-05,"ZcDlNZ","WxZlNGcYgy"
1737,237,"FluQqO",53.99,"entertainment",2018-04-02,"mytqcp","RmUuXkmxcm"
1738,471,"lpjvzI",468.18,"rent",2015-05-15,"beayYe","LPnTOycQoU"
1739,724,"mkYExM",409.98,"rent",2014-02-02,"yFeQhs","sPhGJOytSv"
1740,871,"sGbAzi",302.13,"rent",2013-05-31,"waHKQc","jsTLDlABto"
1741,838,"GyqKff",190.81,"entertainment",2010-06-17,"ufDabW","QXEdKOjMIG"
1742,780,"ytpGYO",229.48,"entertainment",2012-02-10,"xoVRTa","EdnvyeepBb"
1743,932,"MwVXPh",122.02,"entertainment",2019-08-23,"LrHscG","cdExeIZKux"
1744,267,"OjOEhP",104.34,"groceries",2013-09-27,"qiKBVi","mqYyaPSYEf"
1745,473,"BoOBdh",169.28,"gas",2018-06-16,"dmKjaE","RnGpfpeJhp"
1746,137,"JoTsAl",50.9,"rent",2011-09-27,"UPBbBh","mXBSSzhdAG"
1747,388,"PxzAky",395.05,"entertainment",2021-06-08,"BaLrgw","lbyUObcbVz"
1748,631,"ibtgUd",324.35,"other",2013-12-31,"vEMUTS","wkDhrOWcXM"
1749,299,"VFqdPk",403.28,"groceries",2009-01-19,"qFMpwG","wyViGOBLZG"
1750,559,"oPaztO",328.99,"rent",2014-11-23,"PdPYhS","pLaeoKrMjv"
1751,527,"tzBeZp",438.67,"groceries",2016-10-07,"dBKcbX","pPPBlsfrDf"
1752,275,"vxUTuw",260.61,"groceries",2021-12-19,"nqdLMW","GZlMehsGGk"
1753,726,"LwdRDO",47.92,"rent",2021-03-11,"ZGowEI","nORnFmeGOG"
1754,222,"PsnPHm",322.64,"groceries",2009-06-25,"ALMOPE","ujXXbxSIGz"
1755,257,"fZVfwX",19.77,"other",2009-07-30,"mLIOXJ","aJTesFpyfa"
1756,735,"vfjPKZ",25.0,"rent",2019-10-24,"HGJjGK","EBmHHKOdzI"
1757,553,"TShTxb",211.14,"groceries",2014-12-24,"aZHHQx","tkIMqkfHCN"
1758,29,"LTwfPZ",134.57,"clothing",2009-12-01,"BCJslO","ReSOpCUdrU"
1759,887,"hGwMhA",309.68,"gas",2020-06-18,"xKqKCu","MXzrCeeIUk"
1760,622,"TmrdBJ",134.71,"entertainment",2012-05-24,"Kwfxtd","pQgelMupek"
1761,913,"pXBGNS",213.03,"rent",2014-09-16,"WwTrbF","QsXUlgrMxw"
1762,446,"zwbBOI",52.67,"entertainment",2017-03-01,"CxaeZO","czDTzhjUcR"
1763,394,"vBIEwN",194.2,"clothing",2011-01-17,"nMBCQf","YxYbHWmcMJ"
1764,191,"GDWtQX",181.89,"entertainment",2016-02-27,"VQDXXk","WwORojplaU"
1765,535,"ESWKZn",34.28,"entertainment",2019-01-08,"wtRYUn","nXzuXRnMvc"
1766,191,"nxTHBc",347.02,"entertainment",2008-09-26,"pbEqpv","lzCXgoZCWp"
1767,802,"dRjRcg",353.81,"clothing",2008-11-26,"YDnGJU","ymnwBcknow"
1768,340,"JuJAhy",145.73,"entertainment",2017-10-14,"BzZwYx","bGqdEioHWa"
1769,653,"XBtNdk",123.24,"entertainment",2016-05-04,"cbpcnr","RmntXfoYCl"
1770,900,"ozODmP",281.99,"rent",2018-11-06,"UhgaMv","VVXKcEQcnf"
1771,439,"ogmdsU",130.76,"rent",2010-11-19,"DbeVVf","KVCIdgFjVA"
1772,881,"niJroq",188.24,"entertainment",2013-05-28,"XvLrZX","ngAWKjbLeK"
1773,316,"irhKhV",484.28,"clothing",2014-04-19,"zwgCeX","CQlZKaxjxG"
1774,551,"fiXyQE",305.01,"clothing",2015-09-14,"iMHBEq","yHmNqHbQCj"
1775,129,"xefqiW",84.67,"rent",2010-12-21,"hEjAoi","hNiEGzmzvB"
1776,376,"nChoiG",357.44,"gas",2020-02-12,"DBmZQW","DFKnHVtesb"
1777,489,"dTNgaE",65.87,"clothing",2012-12-13,"OVsVQL","vVvdufubcj"
1778,908,"XRDnrB",307.41,"rent",2019-07-14,"TtXbgG","TjXkZlwEta"
1779,287,"kXVeYf",215.69,"rent",2017-05-28,"nXRUDD","cbHSpZylwo"
1780,976,"uOEqap",98.92,"entertainment",2010-10-29,"hfJbPV","YeTvTlVYQZ"
1781,796,"GnNVid",243.3,"groceries",2014-11-11,"xUJIOa","dKeuCMMTAS"
1782,501,"dbPArl",194.51,"clothing",2020-01-01,"qXNcwN","imEbNtYbMO"
1783,582,"dgncgy",245.46,"clothing",2008-09-11,"QMxhVL","TkfjzvZzAJ"
1784,260,"fbNBej",115.23,"entertainment",2021-12-23,"JwRKES","ETEJoxFlAN"
1785,81,"upPAfw",209.55,"clothing",2009-01-29,"amlblF","XifwIBnXPK"
1786,197,"RZnEXD",164.98,"clothing",2018-02-13,"vydWNQ","BHVUYPWPEh"
1787,610,"gwMybK",410.04,"clothing",2013-02-12,"DTwcls","GoFdtPUwbk"
1788,532,"MrafVU",379.84,"gas",2019-09-03,"OdDJPb","cezLxJLcyV"
1789,607,"fvYmfy",156.24,"groceries",2017-05-07,"GvxALt","IRcDHdMQYD"
1790,403,"THxrvP",171.69,"gas",2011-12-25,"TTIwEZ","DuVuZcDAfv"
1791,49,"dxvqrl",102.14,"groceries",2018-07-23,"EaJbKY","CmkdsKUgXN"
1792,691,"orpzSy",486.51,"groceries",2020-01-20,"VxgeTl","YoKwyadbcv"
1793,987,"VwNXzh",61.77,"rent",2014-09-16,"rUtnFA","oLSMopowzD"
