incomeId,budgetId,name,amount,type,date,from,note
1477,36,"FHkEcL",219.59,"clothing",2020-04-30,"FjvAps","tTgsViwBEy"
1478,264,"ehGoTY",442.93,"other",2015-03-16,"RivTUW","NGqkTiDjSv"
1479,775,"uaVEuM",221.09,"salary",2011-07-23,"hIrNqi","WqAYRusYyT"
1480,881,"sTDHCY",368.01,"gift",2010-01-11,"yqurPj","NmdomImzWH"
1481,924,"vVeqHn",420.97,"other",2016-09-22,"uHRyxF","iObBLRVyAa"
1482,959,"KwEHYR",180.62,"salary",2021-03-25,"yXlJEY","QKtsHNeJqS"
1483,411,"ItpqOT",32.96,"interest",2014-06-08,"wgWXOw","tLTvxwExUn"
1484,422,"qBUJex",438.08,"other",2010-10-05,"nPmsyg","jaiKlvNiui"
1485,37,"brdsua",343.03,"gift",2013-04-15,"UBghWS","oVEnWUWbFW"
1486,990,"cOFZSG",144.94,"salary",2010-02-19,"bZiwAy","hxgvvMJixq"
1487,991,"wKGylm",289.0,"gift",2012-10-19,"unAvRS","qnqOSLGxJp"
1488,486,"PVbVAC",29.38,"other",2015-05-22,"YWKfcA","SpdIRRqytk"
1489,622,"jxJRWi",202.66,"salary",2009-06-15,"erFPIU","ZIuDkAljAO"
1490,864,"Txwgmf",133.24,"other",2010-12-17,"cEgxdj","STkFwWIPtF"
1491,48,"pEsglA",479.96,"clothing",2017-04-08,"OfCZPx","WQFGGEgxiH"
1492,372,"wfJJcA",499.13,"investment",2014-11-03,"vlDAXR","dAjizoosMs"
1493,127,"ETasvP",117.73,"interest",2020-04-15,"bZHRqG","PNNJyhdeRh"
1494,300,"bTvUuX",131.65,"interest",2017-10-09,"UseGxl","JwGCqreOmI"
1495,333,"jFjiOU",104.82,"investment",2016-11-29,"zNFaHy","FHgihOIkyd"
1496,232,"iJTiti",385.99,"salary",2015-11-14,"GJmWxq","GTiQshPuLf"
1497,401,"linKEg",357.87,"other",2016-06-11,"JpIZzq","dLWYvSxrSJ"
1498,755,"YYRHyg",150.86,"gift",2008-10-09,"mCYYDJ","fUekaPJKIZ"
1499,388,"zCBzxS",187.54,"gift",2009-08-05,"klQmmU","IBHSZMiwMf"
1500,447,"SQZfyQ",201.69,"salary",2010-03-07,"KiWOGH","Mwydzgvouf"
1501,858,"xBClmS",225.01,"investment",2010-12-10,"TgMbui","lJWHouALOc"
1502,144,"ZNRZxZ",444.95,"clothing",2018-08-18,"AJmWJn","nUOrOQdTdy"
1503,946,"iJhulv",150.85,"other",2016-03-21,"OOWuJB","xrZFVNJpzW"
1504,79,"nRUSHg",276.76,"gift",2020-09-01,"GZUxEC","zcNsPizmTh"
1505,106,"SlXyAi",337.67,"other",2017-11-26,"UBTrle","ZVKqEzWsBP"
1506,399,"CMCcZP",188.25,"other",2010-05-21,"VefFOh","bAyagXBJVT"
1507,934,"pSXnIf",114.52,"other",2011-07-25,"TAPspG","BMGXdAqzbq"
1508,664,"nAUMfm",379.18,"salary",2014-07-01,"BZezAo","kDECPCkTrZ"
1509,754,"vjnpdx",357.56,"investment",2017-08-28,"wtflmF","xKQjhtkMhw"
1510,800,"LbWnFX",340.21,"other",2011-08-09,"QVmNTl","FMDskENiAR"
1511,182,"lYbAiV",238.5,"interest",2020-08-17,"VBIMQb","TVkxwmpooK"
1512,135,"tvjaDZ",421.95,"interest",2019-08-23,"AKvnlU","BtqcBmrqhb"
1513,737,"yLUBdQ",373.49,"interest",2020-04-04,"KVspST","TxIFXkMLvt"
1514,808,"DSKicm",59.49,"clothing",2011-02-23,"eJXSOW","mHQVbxmUKg"
1515,518,"Xfjeep",308.79,"clothing",2016-10-15,"FEsSZm","VVIUXgBeZX"
1516,469,"XZJQuc",484.56,"investment",2013-03-22,"GXcXab","gPbZTpArsN"
1517,944,"fkkwew",470.5,"investment",2008-08-18,"vIXoVa","XcfFtUtJHi"
1518,30,"GMrFHI",64.6,"investment",2008-04-11,"szXbiu","BvgGtpanao"
1519,80,"YLwavJ",148.37,"other",2009-02-02,"uUGvdC","jlpzIbdbnz"
1520,747,"VrLnqw",427.84,"gift",2012-08-02,"yCFCXK","zjewIehPRo"
1521,447,"vMfDyw",85.97,"gift",2009-05-20,"HNuLZt","teCkvgqNeB"
1522,378,"AWAFcT",401.97,"investment",2008-03-12,"GErYXF","WBuCysaBFd"
1523,841,"OLVqXj",188.45,"gift",2009-09-03,"NUuEWT","MrunPSrGhl"
1524,332,"hkuiDX",108.72,"clothing",2013-05-12,"acQudn","qiCVynpvkD"
1525,654,"MDJuPr",261.43,"investment",2019-01-30,"rEaIwS","JDXIuugDlH"
1526,241,"juLjVX",434.04,"other",2019-05-27,"ieJenT","AEDLMaGFyV"
1527,868,"MknPId",426.53,"salary",2021-03-13,"RarFkl","JfbaVOBroA"
1528,684,"odTRsv",449.96,"other",2011-05-04,"YZQdGH","qKHsIipWBc"
1529,605,"nAPQgH",198.14,"other",2019-08-26,"IcYUPf","pksGcpqyCE"
1530,839,"QJSlJj",430.67,"salary",2016-08-22,"cvXGXi","YWfZYfneUV"
1531,347,"kRsdms",343.33,"investment",2009-08-07,"MCIvDR","xMchvqfrlw"
1532,479,"ndUvST",227.22,"salary",2010-10-07,"rYvXRe","oDbMJpmhIm"
1533,873,"zzcrFF",83.4,"clothing",2019-01-17,"WSqDtz","sVMWlxQUzY"
1534,264,"azQtCR",281.33,"salary",2019-09-02,"gBjGBT","OUdHHodZlb"
1535,70,"rUvoeK",36.13,"gift",2021-01-23,"eQluHS","ytZFZiSpCc"
1536,210,"brSRrc",136.76,"investment",2009-06-11,"GpSreG","ElTyrFEeif"
1537,606,"gItGoh",495.5,"gift",2011-08-30,"geOqAE","igaspWYTMJ"
1538,837,"XoIXKE",379.58,"interest",2009-06-11,"JRyMzP","VJdzZTKwHS"
1539,432,"hLusYF",38.59,"salary",2015-06-12,"oEIzle","cjDzdUrkMl"
1540,277,"DYQbtj",76.41,"investment",2008-09-26,"DgnbXi","TcUWwrpkXg"
1541,771,"IUrsRp",23.7,"investment",2010-12-11,"jBcuus","xCozKMQIAe"
1542,519,"iVikcJ",288.99,"salary",2014-03-30,"cGVgLy","zRtXCKTADm"
1543,618,"nGTsch",316.51,"clothing",2015-02-20,"YFWPba","wrIMnbpAxL"
1544,679,"pdHJDy",432.91,"other",2017-11-29,"Culpue","FtbwzEmkzT"
1545,91,"JcIjff",399.69,"gift",2015-01-15,"uWRBFC","vRVErRdkDW"
1546,451,"LTuSfk",334.7,"clothing",2018-04-10,"UrAkAd","BSVWSbbHtn"
1547,948,"TzYleR",294.63,"investment",2020-06-18,"PMZvPy","qPXqdawuoQ"
1548,494,"UjQPfH",349.87,"investment",2020-09-25,"ArYmIB","zBzcRSiktd"
1549,464,"Reosvm",278.28,"gift",2019-04-20,"zPghmx","TJUwMeKsyb"
1550,879,"CihPuW",267.78,"salary",2011-03-18,"sFdVeV","icIjAaNUUz"
1551,816,"wCVimL",498.97,"salary",2013-12-14,"CxqBEk","MeNnHRJZpH"
1552,635,"enmvtn",195.77,"salary",2011-10-04,"SXHCNl","GhkmKrdFxe"
1553,126,"woxRDK",409.08,"investment",2020-08-17,"LltRsX","PcaJvotQvb"
1554,958,"cwPWGd",486.59,"salary",2015-04-14,"klNahj","jWBMyQylTW"
1555,763,"hPRwxc",387.77,"interest",2021-09-25,"jHpvcB","IWujyqlyfK"
1556,66,"jPNMvE",39.34,"interest",2017-05-30,"COIXMZ","bvUWXaELHN"
1557,968,"nibhFv",310.61,"interest",2021-02-22,"bZnpyu","MIFChqEzwE"
1558,568,"IXlYUd",467.42,"clothing",2018-06-19,"jvnmze","vPjkqTwicc"
1559,750,"zxkYhE",147.29,"investment",2014-11-11,"yapDQw","dbyVldvzsF"
1560,985,"EgyBwp",427.37,"investment",2013-12-15,"PXaLeR","eglEXrwnNr"
1561,354,"JmctyF",464.01,"other",2009-08-16,"TXvFpF","SNZRwOBrvf"
1562,65,"lMgmyT",108.32,"other",2018-07-21,"xaDKDL","gznMuUfsOt"
1563,678,"kofOul",95.7,"salary",2011-04-20,"LcByPB","fvUYhOLxpE"
1564,947,"BgawYc",151.01,"other",2014-11-06,"mmYhEU","MPoVlIxCBY"
1565,794,"gHvWiu",471.34,"gift",2009-06-17,"HBvaWF","GjkcbSNHoj"
1566,833,"YymYBq",413.62,"other",2020-10-07,"ifJbBX","jIKUommUuH"
1567,272,"fsSqum",387.87,"gift",2019-04-18,"TtULBy","NAVLWLTWPw"
1568,614,"vFgDXO",180.39,"interest",2018-11-28,"oeDXhJ","jQZxwqzViz"
1569,853,"dHEHBH",257.36,"investment",2019-01-17,"IUuWIV","ijoPteTRpY"
1570,54,"Vmdtgk",43.6,"salary",2017-03-15,"WlTnxQ","iKLEFsIelQ"
1571,322,"HMSLwu",475.04,"other",2014-11-17,"xvZOUx","umHvofuZQT"
1572,415,"lqzdfV",296.53,"investment",2018-11-16,"TFLdbc","oRhlFciIAr"
1573,117,"ZbNDqk",402.49,"investment",2016-11-28,"TSUphl","hkckjmKIce"
1574,793,"USjvVD",287.8,"salary",2009-08-04,"uMWqYX","YPtCVNXOTE"
1575,458,"biTqjW",267.91,"salary",2015-11-21,"BzabEq","AEQANhungT"
1576,238,"ybVYDO",249.3,"other",2016-11-22,"CKJGYv","dELUCTLFpx"
1577,332,"tzxIAZ",228.2,"salary",2011-06-24,"uNrkZG","PTYTtLsOLi"
1578,753,"TFOEpi",146.34,"interest",2010-08-25,"kQIbJt","roqsQwExUk"
1579,34,"XjQbwK",373.12,"gift",2012-12-01,"yTcQIe","dbwzaBjfBH"
1580,896,"TjxeFG",119.17,"gift",2021-12-04,"NNrfGW","crUppZIHEt"
1581,125,"yrhhnq",137.99,"investment",2008-08-26,"uULkKN","lGhWOAsJeQ"
1582,716,"OhvkYI",433.86,"other",2010-05-31,"rSSxpn","wbhIrBTwDX"
1583,945,"kzaZQZ",485.78,"clothing",2008-07-30,"qgNIVL","ShbXAZFbej"
1584,26,"ayYnPp",139.78,"investment",2011-08-05,"IegOLD","YpEYHNGCMm"
1585,705,"OyvMgJ",60.36,"interest",2009-09-23,"dqJUEc","qHbELvwBgg"
1586,621,"DeJZpx",185.54,"interest",2019-07-25,"mQXaDU","YuDqdRNdPM"
1587,851,"sAmFjA",205.57,"clothing",2012-12-10,"PWlWjW","mxOrJVFCFb"
1588,593,"wpXBCT",284.94,"clothing",2008-11-28,"CULjLT","ChLYqLOsKW"
1589,280,"AoCcgk",22.92,"other",2020-03-08,"IdMWgu","vAqpyQGNAN"
1590,788,"ANhLrO",267.18,"gift",2009-02-25,"VpuLTD","UbmdZtLKfo"
1591,276,"xlidIs",350.7,"gift",2017-01-18,"IxHyjP","rSJLnELZZf"
1592,836,"FRYEgH",390.55,"gift",2012-08-11,"PLAGdF","gzidIkqINS"
1593,694,"FVoKgy",411.49,"gift",2013-11-04,"jqgwlJ","RLGfNFoVxd"
1594,810,"xNQCLl",413.35,"gift",2021-02-06,"oqoClx","HwnkBhaBzC"
1595,756,"iydrOG",294.92,"clothing",2009-09-25,"YFLhNw","cgriMBCaOG"
1596,984,"DzsgQr",357.47,"interest",2015-11-24,"IpRoIm","vfIriGesdN"
1597,788,"nLMMdm",135.68,"gift",2011-06-23,"kWHbzb","AhHfhQatMN"
1598,973,"zByNeY",415.52,"clothing",2021-02-26,"ghzeFL","yIOBVsYdAY"
1599,529,"ZRxVMI",467.03,"other",2012-05-14,"KCYHhv","qvJoHJqypR"
1600,188,"axMABR",17.62,"clothing",2011-04-26,"cJPLce","HZOuyWSpvp"
1601,293,"BMyESk",423.0,"gift",2017-12-20,"KqxuTF","YdojaBMrFO"
1602,235,"FSXyiC",122.02,"clothing",2015-09-28,"zGpuQl","ODAtWQJfuF"
1603,913,"DWrQZA",176.71,"gift",2021-05-08,"cYabVL","FDSNvXkwSy"
1604,29,"buFUob",69.34,"clothing",2010-05-31,"udMkbQ","rfvwGVIjTv"
1605,788,"LSvQGa",314.38,"clothing",2009-03-03,"GYZtDz","sqhkIBOdos"
1606,767,"vYwnZw",427.34,"other",2020-09-30,"ntAbPS","IpmuhjerYK"
1607,1,"HrCRqZ",36.91,"other",2018-06-09,"EWIBXS","GthlrZzhXx"
1608,84,"ITgzhZ",491.82,"clothing",2021-07-08,"CDGOHA","gVLtFNIexv"
1609,80,"xKNXMo",351.47,"investment",2021-04-17,"VjYjab","nogYAKUkPZ"
1610,5,"KDjSNp",245.32,"salary",2019-07-18,"PROZdJ","JZniZDGuZk"
1611,564,"gPLkfr",175.89,"investment",2020-06-23,"tqHVBN","tEmQpZzoML"
1612,836,"XdYIEa",397.01,"gift",2011-05-13,"pEylkg","SkztmSpLBz"
1613,718,"hEYLjY",444.01,"investment",2013-10-28,"KhVcZP","txCkMZypnC"
1614,675,"IJdWJO",437.61,"interest",2015-01-10,"CviXbf","CjXojzSPqD"
1615,540,"eYBmNs",182.44,"clothing",2008-11-27,"bjPFsX","fBcfeyPodi"
1616,555,"fOuUwm",413.4,"gift",2018-03-09,"SKpVpz","MdcGTQLMiG"
1617,607,"Dnagxk",428.01,"gift",2016-10-29,"DeVOEN","AXiPflrAKg"
1618,365,"zYtEhe",409.54,"gift",2019-05-07,"hmFBsr","KAgbUcZDhr"
1619,328,"UFpMtp",95.75,"other",2009-11-04,"zifHyr","sZQEnIphen"
1620,307,"DXRFuq",427.08,"gift",2010-08-29,"qLFDoa","LCCSKbDNKe"
1621,708,"HdsEGh",221.02,"interest",2018-09-14,"lcRdJl","XwzmNqdYuk"
1622,800,"lGZiuN",422.33,"clothing",2009-12-16,"GTamwI","HGptnuYkeH"
1623,356,"fbVebd",36.92,"investment",2016-07-13,"rKrnWt","oDXbJkKMOG"
1624,103,"Utaoam",332.1,"gift",2011-07-05,"ghsddN","zGmsiJxjiE"
1625,329,"aqkqls",375.38,"clothing",2018-05-11,"TvYkmg","hfZVuuzeun"
1626,8,"OtDcyP",470.63,"gift",2020-02-08,"lyvRxM","GlMHcDSCfB"
1627,487,"sHrAKu",369.68,"clothing",2013-03-22,"xoQfzv","MxzijRKghx"
1628,66,"wxhPxo",36.72,"investment",2017-11-11,"mNWPAU","DWDbMXBURh"
1629,56,"ATQNEu",281.56,"interest",2012-12-25,"OJYiHP","lVYegxqhoK"
1630,612,"Gxikrd",191.27,"salary",2013-02-08,"OFxuYT","cvAFwcQLxy"
1631,929,"uxpSFb",352.39,"clothing",2014-04-26,"fjrFzQ","meiMisUtja"
1632,635,"JhubUn",67.74,"other",2018-06-05,"oLWZTC","IiqUaAnGQq"
1633,471,"xhYSsq",430.71,"other",2014-10-26,"qzaCva","NAaRzhLGPI"
1634,230,"EZaFVh",372.25,"salary",2016-07-30,"cqkTYq","buIZXTglFp"
1635,18,"JQgdcP",226.95,"other",2021-01-10,"nNyGbo","DQXLZSwPMA"
1636,732,"dzXBey",148.77,"investment",2012-10-18,"qSkleG","geULCmGQuh"
1637,957,"knsTdK",430.78,"clothing",2017-09-25,"sNAzsO","xhkDQJmSxx"
1638,388,"wAvyYR",263.1,"clothing",2018-12-26,"XSXJuN","cQqgnJZbbh"
1639,723,"MEdPSK",128.63,"investment",2014-08-13,"laqiDh","lupPuAFumo"
1640,920,"Kcupnk",497.16,"gift",2008-08-31,"QilLcK","FRsJNOnqCF"
1641,564,"hxlQEb",267.83,"other",2017-12-24,"lHoEIx","VxMdApbRis"
1642,704,"pNJnOa",477.03,"gift",2017-11-13,"joRINd","NMztNubXil"
1643,582,"IjPFcA",275.16,"investment",2015-07-21,"mPQmdc","iWrhzTwBmK"
1644,821,"ForwoX",92.1,"other",2021-12-02,"VWgnxh","BUzefperJj"
1645,694,"XDGJOu",113.71,"other",2019-02-22,"ihjezC","GmrYkvSVjB"
1646,270,"Onzkqp",255.73,"other",2010-10-04,"oDOEaA","ZYXWylamar"
1647,32,"xFYMFD",377.43,"investment",2018-02-19,"MmOBYp","UWuborYvWs"
1648,921,"fIcaQp",283.26,"gift",2012-07-21,"wFRFUC","iDfMhSOzTi"
1649,142,"MQdPJy",134.98,"investment",2009-06-15,"NPBlsx","VGXQCtiSAm"
1650,633,"BIJJnm",348.19,"gift",2010-03-02,"QmLTcm","HrpiFOuIGn"
1651,527,"diHEqJ",428.26,"interest",2019-02-14,"YOVCpN","cQPEIdOEDq"
1652,469,"LOyanN",372.57,"interest",2016-10-15,"OOelzw","FLoNepJGzB"
1653,481,"GlqNqc",216.66,"other",2008-04-08,"vCpxof","VbXSVYtzPs"
1654,777,"nfEdUK",351.76,"investment",2014-09-15,"HiztqS","TgGSkxBGzp"
1655,457,"IIvnwA",366.29,"gift",2009-10-24,"MVYjhP","WNhLSSNmJs"
1656,356,"mBWIWU",34.05,"gift",2010-07-07,"XwEVvX","EuTHGfZgyJ"
1657,161,"mDjAQs",207.64,"interest",2020-08-28,"QzeDfE","aHoMUeyMXv"
1658,451,"TDkZtw",6.96,"clothing",2020-11-25,"SrZEpw","HGGkBfBJje"
1659,569,"FlzJRU",314.64,"interest",2013-06-06,"FqEIVa","WTOvcfbkVg"
1660,590,"NDTtjC",115.47,"clothing",2008-10-05,"HKKknJ","ysDdloWvVK"
1661,880,"hyPHNq",77.21,"salary",2018-01-15,"aLLmlM","NXMuIdiPMF"
1662,906,"JACkzv",499.41,"investment",2012-07-23,"dnrqGV","HhabPOtgmm"
1663,579,"qQBjIM",495.46,"investment",2009-05-23,"VkOIjn","xyZmWVcOkG"
1664,328,"aprUgI",257.65,"gift",2010-01-10,"vZlEQD","rlCkMmrATc"
1665,51,"zbHxje",212.7,"investment",2018-11-28,"AjjfIW","FVZFyEbuzM"
1666,895,"sfxxCe",67.98,"other",2013-01-14,"EeKnWo","eARLcJZohM"
1667,847,"LAeQjT",108.9,"interest",2010-02-04,"CkrbtE","mdoThysXmB"
1668,749,"YjONNp",430.19,"gift",2012-04-30,"xylJpt","isLGuJpvnl"
1669,134,"soXFtQ",459.7,"clothing",2010-11-13,"FRZFhu","BjFhIoxktU"
1670,193,"sLMUHS",93.4,"investment",2013-05-02,"cIQdyV","qRwfycegYa"
1671,606,"imSLSe",367.37,"other",2010-07-08,"zcTJKb","EErpxieWYe"
1672,27,"vtIIzy",187.5,"gift",2011-04-14,"tZdcpL","EOsQhNMBJT"
1673,324,"sKpESu",317.94,"clothing",2008-01-03,"SFwHNT","KfwSZyGtWe"
1674,931,"fuaAja",392.26,"other",2013-06-02,"oWswvL","BUCtwwtzTO"
1675,95,"mNflOL",75.86,"investment",2015-07-03,"BCZqnP","qSbALJAVVq"
1676,587,"ulBPwc",189.65,"investment",2009-12-31,"AgUPSz","beMNrWTJHe"
1677,151,"BzxwoY",38.01,"salary",2014-02-06,"jpVrcq","xjHPjdSixk"
1678,198,"NGQCrF",93.56,"interest",2013-03-31,"HraGuF","qlxVMgoXBw"
1679,294,"VgKScs",220.93,"clothing",2013-01-16,"xOMnaG","VLRXJkQqoo"
1680,61,"jMRwsu",212.37,"investment",2015-09-03,"MVtMZs","QqedtkVseM"
1681,721,"bNXWkz",315.49,"clothing",2010-10-28,"fSeXwf","hWBhohCktq"
1682,674,"NMKFhU",281.62,"investment",2019-11-26,"weIWDD","QyKGCgkiEe"
1683,812,"xdkblx",261.69,"other",2021-09-16,"VJxmWq","mTbsbIXVUG"
1684,34,"jjrdIi",377.53,"clothing",2010-11-17,"qEXCXv","sJuYrrEguL"
1685,667,"MvCaRB",304.82,"clothing",2012-10-11,"FBzQCb","qcsItwScku"
1686,38,"VBzlqf",382.45,"gift",2008-03-08,"sbDxwJ","dMVKplBUEO"
1687,401,"likIQZ",36.2,"gift",2013-03-26,"tsWDNM","izGusagxuO"
1688,853,"myGLUx",167.57,"other",2013-11-07,"RsHkhd","gkDUkfgdlG"
1689,114,"FICCwj",467.23,"interest",2018-05-29,"yuZzTK","ecBLhONAyT"
1690,227,"IAPdAC",262.38,"investment",2008-05-17,"lwGaUQ","FfdnFRqbol"
1691,214,"OzPsQv",159.53,"interest",2008-08-18,"EJXsAX","jKMqXZBEsS"
1692,398,"nCJbpK",448.98,"clothing",2010-04-19,"ppTEiv","oqWXGMQHAO"
1693,694,"mcycFg",45.23,"other",2013-04-30,"amVAgJ","ljOLqXuXby"
1694,899,"GwHdqR",474.32,"investment",2010-12-25,"bZLdAr","GbpJIkJZRY"
1695,835,"SBzWjb",491.71,"other",2018-09-11,"fZWXFp","JvPmShLWEp"
1696,102,"afSIUs",236.0,"gift",2013-02-15,"Gkpcqv","ohKAtZuVfe"
1697,496,"fOciUI",295.44,"interest",2017-04-20,"ANZcPd","IKAMMieBYm"
1698,612,"OuWqTK",484.03,"other",2016-09-25,"lfqKsw","DIyabZCYEE"
1699,816,"CPACYv",413.65,"other",2018-10-03,"JMVCPs","cDcNAJghYY"
1700,22,"dROwsR",48.53,"interest",2021-02-10,"SIfWno","pCiigVKyTI"
1701,168,"zxzBIT",18.19,"investment",2014-06-18,"tuUQqc","hlOHrBuaiy"
1702,264,"knuMGH",93.59,"clothing",2016-08-05,"TnvQhZ","pwXZXfriwF"
1703,757,"LSBdhq",253.82,"investment",2009-05-23,"MmsOlo","QrWenDHfuL"
1704,906,"KFlJMP",30.78,"investment",2010-09-26,"MuCUPZ","SySBOoZEZi"
1705,396,"gXSVff",350.01,"salary",2021-03-26,"iJvzqP","ewSCfHKgKz"
1706,963,"FElggJ",18.32,"gift",2021-07-28,"UKRWfE","xeiURHPlTE"
1707,126,"DEcWxf",319.12,"salary",2018-07-13,"ftXuQd","uZSaoEHYBN"
1708,960,"xGfIyj",268.9,"clothing",2020-12-23,"ObpwEW","OkETYFhAPv"
1709,887,"FUZcyf",317.17,"investment",2012-02-04,"zUVyWS","lCziMUBBaE"
1710,3,"TlFaAf",495.12,"clothing",2020-05-22,"pZwsWU","MJnrshZqBN"
1711,538,"ODPsTL",365.87,"investment",2017-06-29,"WsqDeJ","pUKKwOkVBc"
1712,380,"KYpsmL",104.37,"clothing",2018-01-25,"BpIdVM","IUUmAhIAra"
1713,134,"WQbdFk",244.52,"investment",2011-11-21,"YDQUcu","BKVmeACEYc"
1714,521,"OyVkjg",73.04,"other",2011-10-11,"HduHSG","RebOudEAIP"
1715,682,"slRJgZ",319.6,"interest",2008-11-23,"HmCgZY","kcetomNdHf"
1716,426,"bUodPo",79.65,"salary",2021-11-24,"GSNkiT","LFBvXwnXpM"
1717,930,"UrytRb",309.47,"clothing",2016-10-31,"SULDMc","QwKGtqqNAR"
1718,140,"eqToXv",365.47,"clothing",2016-04-26,"iapbtX","CNYOHPXyNv"
1719,821,"rRvcNN",254.11,"clothing",2011-03-31,"vTfFff","wIfqFbXiGb"
1720,219,"uhHbDX",347.99,"salary",2009-08-25,"IlIhVQ","RpXSAmuGPT"
1721,796,"jFsIGW",83.34,"gift",2014-02-12,"yltaRh","YAgPDSWVrU"
1722,119,"PYNVSp",441.03,"interest",2016-02-20,"ZjrUnN","gXGrIAYLUb"
1723,912,"JApXWM",416.5,"gift",2019-01-15,"STzlCl","LjfWqbFzPP"
1724,284,"FDNRLp",322.43,"clothing",2008-07-22,"TCVjfa","kwfIqRWGMA"
1725,356,"dwRSxa",316.13,"interest",2012-03-31,"ddrwFy","kEOFKkMYLl"
1726,371,"ryNXXt",87.42,"other",2017-07-13,"krmzZZ","ikqPyhEcme"
1727,429,"yCQSdy",78.91,"investment",2014-09-02,"eZbKSw","IYYhbgsWBD"
1728,161,"yMJmvd",280.42,"other",2010-08-21,"ttNGdk","uPGdJIGZPW"
1729,63,"iueLEv",430.79,"other",2020-03-06,"LuNZia","gnbpYWvhIq"
1730,440,"TRsUPp",314.87,"investment",2019-06-24,"ZVsnnr","rispBtNvsY"
1731,112,"QPaWYQ",449.83,"gift",2019-11-03,"EiCiyo","uDUbueSGRb"
1732,120,"LzVXXd",358.76,"gift",2011-03-12,"KYXQjO","rPxaZglKFr"
1733,31,"nwkIoW",273.35,"salary",2019-11-17,"NViKuZ","ibvroFkCzn"
1734,85,"bEZvwd",224.16,"investment",2021-04-10,"ILgHtK","yIEEPRuneQ"
1735,47,"pSyEPl",468.55,"interest",2021-11-11,"JHEZxV","JrPDMMvoID"
1736,300,"EGlRjk",361.86,"interest",2013-08-05,"firMiX","PwMVdYXJwI"
1737,345,"GjjuND",336.44,"other",2014-10-24,"PIpycv","lRNtufOPON"
1738,491,"MKEmKC",173.03,"other",2014-09-28,"scQJOH","XBBJATUyos"
1739,754,"WuNvXN",150.84,"clothing",2013-02-09,"PENGce","rZFZlVGGbY"
1740,673,"STExGB",305.98,"investment",2008-08-23,"zTeAIe","YQDdvzCPtX"
1741,850,"ONEytC",104.82,"salary",2009-04-11,"DmWlot","KuyrcawEel"
1742,445,"niUlge",249.57,"clothing",2015-05-06,"yUvyOA","SycjtcYYBc"
1743,600,"GRZJjS",436.83,"interest",2016-03-26,"QJwmqu","GAcQCXOIiw"
1744,259,"QwHcpQ",483.71,"gift",2017-08-12,"PUwFXc","vbtrBkCmgQ"
1745,786,"qWHDsq",189.71,"salary",2009-09-17,"XlfkXl","LLbAwjXlQv"
1746,221,"gabOOT",390.82,"clothing",2015-11-12,"aJFAEZ","jbScumMlTH"
1747,704,"PYmtsJ",384.03,"other",2011-03-05,"uwTYBb","uoxqdtfozt"
1748,94,"FBrgqa",97.77,"gift",2008-12-25,"CpjiSW","YYGBEMaYSf"
1749,849,"ztunlt",99.08,"clothing",2010-06-03,"eZYDjU","mJLuGcbbPT"
1750,363,"pDpgti",43.62,"salary",2008-07-28,"ncVOUX","QwntTLIagp"
1751,717,"yBJlWB",368.8,"investment",2014-06-19,"BDWAQu","exkIhdbxfc"
1752,139,"ChbpJR",260.91,"salary",2019-10-13,"lxnZvh","DbuFhgfKOc"
1753,924,"kfcHhs",492.14,"clothing",2015-02-13,"JIIieR","nPGdxzqfHw"
1754,208,"CHlFgN",109.57,"gift",2021-08-08,"LJYxOK","HytvZffSVa"
1755,444,"KcgBYM",370.02,"gift",2012-06-12,"CwbnSY","qAIDDjvsLZ"
1756,256,"lTLDaX",245.37,"other",2014-06-13,"XWIYIV","COGtvNOyLD"
1757,322,"RcMOwD",193.46,"gift",2012-08-23,"TmZPpO","qCYqLpdESi"
1758,982,"dPvWMR",268.52,"other",2012-05-09,"ExbKbK","TqQWRxXQYz"
1759,334,"WSJfdu",173.05,"other",2020-02-26,"nmqmIq","JQYporDDuA"
1760,760,"BNRIdP",115.04,"clothing",2020-10-05,"qaHiPn","uVPwFdcctk"
1761,538,"zJQnAR",151.25,"salary",2018-08-07,"ooEmUL","jMhoZURxKm"
1762,194,"IFppIP",454.67,"clothing",2016-06-03,"agnHoo","QuJENkCWkk"
1763,567,"ndxtfA",163.85,"salary",2015-03-07,"KzmOmf","wlpzNyevOu"
1764,49,"tozSbc",312.93,"investment",2019-07-26,"ADIHdl","sphLsWdDhV"
1765,272,"DPxyFS",158.91,"investment",2020-12-17,"RtqShz","TkiPEByIMK"
1766,234,"MPoHFV",402.53,"investment",2013-11-02,"ykPqwJ","BlWRpUxZyb"
1767,962,"lNZeAP",446.86,"salary",2020-09-27,"rdYrml","QncuJTiDUW"
1768,873,"epMwyu",94.08,"interest",2012-07-23,"lBPshr","eWypXUEpry"
1769,120,"CKARzg",100.18,"interest",2017-08-17,"SYkNdM","NNbLaLyTsR"
1770,500,"OMVjAm",66.43,"interest",2018-04-13,"fVXXzN","IJcEwMDBvC"
1771,262,"oLkFvX",180.7,"interest",2012-02-02,"Okjtdd","XxjCwPigFw"
1772,935,"rNFlIt",178.25,"other",2012-04-06,"lkbcPL","cgTdiYsAZi"
1773,769,"tlbqBr",19.08,"salary",2018-07-29,"VoaWtZ","LbZQCYkWZh"
1774,310,"uhYRXF",231.19,"other",2020-01-27,"PsjeMQ","elknwATneH"
